"Length","Width","Height","etiqueta"
6.1,9.8,12.4,"Desco"
6.1,9.3,14.2,"Desco"
6.1,7,15.5,"Cubo"
6.1,7.2,14.6,"Cubo"
6.1,7.2,14.6,"Cubo"
6.1,7.4,14.4,"Cubo"
6.1,7.2,14.6,"Cubo"
6.1,7.4,14.4,"Cubo"
6.1,8,11.1,"Cubo"
6.2,6.8,15.5,"Cubo"
6.2,6.8,15.4,"Cubo"
6.2,9.4,11.2,"Desco"
6.2,6.2,7.6,"Cubo"
6.2,6.7,15.5,"Cubo"
6.2,6.9,14.4,"Cubo"
6.2,7.6,9.8,"Cubo"
6.2,9.5,12,"Desco"
6.2,6.9,14.4,"Cubo"
6.2,8.5,11.7,"Cubo"
6.2,8.6,8.9,"Cubo"
6.2,8.2,11.9,"Cubo"
6.2,8.4,15.4,"Cubo"
6.2,8.5,11.7,"Cubo"
6.2,8.6,12.4,"Cubo"
6.2,8.4,9.1,"Cubo"
6.2,8.2,11.9,"Cubo"
6.2,8.3,9.2,"Cubo"
6.2,8.6,8.9,"Cubo"
6.2,8.4,15.4,"Cubo"
6.2,8.6,12.5,"Cubo"
6.2,8.4,12.2,"Cubo"
6.2,8.6,9.1,"Cubo"
6.2,8.7,9,"Cubo"
6.2,6.8,15.4,"Cubo"
6.2,7.1,19.1,"Cubo"
6.2,6.7,9.4,"Cubo"
6.2,6.7,7.6,"Cubo"
6.2,11.8,16.6,"Desco"
6.2,11.8,16.6,"Desco"
6.2,6.8,15.5,"Cubo"
6.2,6.3,6.8,"Cubo"
6.2,7.4,14.3,"Cubo"
6.2,7.4,14.3,"Cubo"
6.2,7.4,14.3,"Cubo"
6.2,6.3,6.8,"Cubo"
6.2,6.2,6.5,"Cubo"
6.2,6.3,8.3,"Cubo"
6.3,6.7,15.5,"Cubo"
6.3,8.3,14,"Cubo"
6.3,6.7,15.5,"Cubo"
6.3,7.5,10.2,"Cubo"
6.3,6.6,9.6,"Cubo"
6.3,6.6,9.6,"Cubo"
6.3,6.6,9.6,"Cubo"
6.3,6.4,7.1,"Cubo"
6.3,6.5,9.1,"Cubo"
6.3,9.1,14.5,"Cubo"
6.3,9.3,11.9,"Cubo"
6.3,10.6,12.4,"Desco"
6.3,8.2,12.1,"Cubo"
6.3,9.1,9.2,"Cubo"
6.3,9.4,10.9,"Cubo"
6.3,8.4,12,"Cubo"
6.3,8.4,12,"Cubo"
6.3,8.4,9.1,"Cubo"
6.3,8.5,9,"Cubo"
6.3,9.1,12,"Cubo"
6.3,8.2,12.1,"Cubo"
6.3,9.1,9.2,"Cubo"
6.3,9.4,10.9,"Cubo"
6.3,8.4,11.8,"Cubo"
6.3,8.3,12.1,"Cubo"
6.3,8.2,12,"Cubo"
6.3,10.5,13.5,"Desco"
6.3,7.9,11.8,"Cubo"
6.3,6.8,15.4,"Cubo"
6.3,6.7,12.2,"Cubo"
6.3,13.5,14,"Pizza"
6.3,13.5,14,"Pizza"
6.3,6.4,9.4,"Cubo"
6.3,13.7,18,"Pizza"
6.3,10.2,12.6,"Desco"
6.3,9.4,12.6,"Cubo"
6.3,9.8,12.6,"Desco"
6.3,10.2,15.8,"Desco"
6.3,8.9,9.4,"Cubo"
6.3,13.7,18,"Pizza"
6.3,10.2,12.6,"Desco"
6.3,8.7,9.1,"Cubo"
6.3,6.3,9,"Cubo"
6.3,6.3,9,"Cubo"
6.3,8.3,14,"Cubo"
6.3,8.3,14,"Cubo"
6.3,6.6,7.7,"Cubo"
6.3,11.8,15.7,"Desco"
6.3,11.8,16.1,"Desco"
6.3,13,20.1,"Pizza"
6.3,11.9,13.7,"Desco"
6.4,8.7,11.9,"Cubo"
6.4,6.7,15.6,"Cubo"
6.4,8.6,9.3,"Cubo"
6.4,9.2,10.3,"Cubo"
6.4,10.3,12.7,"Desco"
6.4,7.9,12.2,"Cubo"
6.4,7.9,12.2,"Cubo"
6.4,7.9,12.2,"Cubo"
6.4,9.2,10.3,"Cubo"
6.4,6.4,9.3,"Cubo"
6.4,8.1,10.4,"Cubo"
6.4,6.7,9.2,"Cubo"
6.4,6.6,10.6,"Cubo"
6.4,10.2,11.9,"Desco"
6.4,6.5,11,"Cubo"
6.4,6.5,11,"Cubo"
6.4,8.5,17.5,"Cubo"
6.4,10.2,11.9,"Desco"
6.4,9.1,12,"Cubo"
6.4,9.5,12,"Cubo"
6.4,9.6,12,"Cubo"
6.4,8.7,11.9,"Cubo"
6.4,8.6,9.3,"Cubo"
6.4,8.5,9.1,"Cubo"
6.4,8.2,12.7,"Cubo"
6.4,8.2,12.4,"Cubo"
6.4,8.4,9,"Cubo"
6.4,8.1,12.2,"Cubo"
6.4,8.3,9.3,"Cubo"
6.4,8.1,12.4,"Cubo"
6.4,9.1,12,"Cubo"
6.4,9.1,9.1,"Cubo"
6.4,8.5,9.1,"Cubo"
6.4,8.2,12.4,"Cubo"
6.4,8.4,9,"Cubo"
6.4,8.3,9.3,"Cubo"
6.4,8.1,12.4,"Cubo"
6.4,8.7,11.9,"Cubo"
6.4,8.6,9.3,"Cubo"
6.4,8.2,12.7,"Cubo"
6.4,8.1,12.2,"Cubo"
6.4,6.7,15.6,"Cubo"
6.4,6.5,7.8,"Cubo"
6.4,6.5,7.8,"Cubo"
6.4,9.8,11.5,"Desco"
6.4,9.2,10.3,"Cubo"
6.4,9.2,10.3,"Cubo"
6.4,8.3,14.6,"Cubo"
6.5,7.2,8.8,"Cubo"
6.5,7.2,8.8,"Cubo"
6.5,7.2,8.8,"Cubo"
6.5,8.1,12.1,"Cubo"
6.5,8.1,12.1,"Cubo"
6.5,10.3,10.4,"Desco"
6.5,10.3,10.4,"Desco"
6.5,6.7,10.6,"Cubo"
6.5,9.3,10.4,"Cubo"
6.5,9.3,10.4,"Cubo"
6.5,9.4,12.5,"Cubo"
6.5,9.1,10.2,"Cubo"
6.5,8.1,12,"Cubo"
6.5,8.5,9.2,"Cubo"
6.5,9.3,12.1,"Cubo"
6.5,8.2,12.2,"Cubo"
6.5,8.3,12.1,"Cubo"
6.5,8.5,9.1,"Cubo"
6.5,8.1,12,"Cubo"
6.5,8.5,9.2,"Cubo"
6.5,8.3,9.1,"Cubo"
6.5,7.4,9.1,"Cubo"
6.5,8.5,12.3,"Cubo"
6.5,9.3,12.1,"Cubo"
6.5,8.2,12.2,"Cubo"
6.5,8.3,12.1,"Cubo"
6.5,8.5,9.1,"Cubo"
6.5,8.3,12.5,"Cubo"
6.5,8.1,12,"Cubo"
6.5,12.2,16.2,"Desco"
6.5,7.5,7.7,"Cubo"
6.5,7.5,7.7,"Cubo"
6.5,11.2,13.8,"Desco"
6.5,6.6,6.6,"Cubo"
6.5,9.3,15.3,"Cubo"
6.5,9.8,12.8,"Desco"
6.5,9.3,15.3,"Cubo"
6.5,10.4,15.6,"Desco"
6.5,10.7,15.1,"Desco"
6.5,8.9,10.2,"Cubo"
6.5,10.7,15.1,"Desco"
6.5,8.9,10.2,"Cubo"
6.6,7.8,9,"Cubo"
6.6,10.1,13.5,"Desco"
6.6,9.4,14.8,"Cubo"
6.6,8.7,10,"Cubo"
6.6,12.4,13.1,"Desco"
6.6,10.2,12.6,"Desco"
6.6,10.2,12.8,"Desco"
6.6,10.6,11.5,"Desco"
6.6,10.6,11.5,"Desco"
6.6,8.7,10,"Cubo"
6.6,10.6,11.5,"Desco"
6.6,8.7,10,"Cubo"
6.6,9.9,10.6,"Cubo"
6.6,8.4,9,"Cubo"
6.6,8.4,9,"Cubo"
6.6,8.1,12,"Cubo"
6.6,12.4,15.5,"Desco"
6.6,10.1,13.5,"Desco"
6.6,9.4,14.8,"Cubo"
6.6,12.4,13.1,"Desco"
6.6,10.1,13.5,"Desco"
6.6,9.4,14.8,"Cubo"
6.6,8.7,15.3,"Cubo"
6.7,8.4,8.9,"Cubo"
6.7,6.9,9,"Cubo"
6.7,6.9,9,"Cubo"
6.7,6.9,9,"Cubo"
6.7,9.8,10.2,"Cubo"
6.7,7,9.4,"Cubo"
6.7,9.6,12.2,"Cubo"
6.7,10.6,15.7,"Desco"
6.7,8.4,10.2,"Cubo"
6.7,8.2,9.4,"Cubo"
6.7,9.1,9.8,"Cubo"
6.7,7.5,10.2,"Cubo"
6.7,12.2,20.5,"Desco"
6.7,12.2,20.5,"Desco"
6.7,10.4,13.3,"Desco"
6.7,20.9,43.3,"Pizza"
6.7,10.4,15.6,"Desco"
6.7,11.8,16.5,"Desco"
6.7,10.4,12.4,"Desco"
6.7,10.4,13.3,"Desco"
6.7,20.9,43.3,"Pizza"
6.7,10.4,15.6,"Desco"
6.7,11.8,16.5,"Desco"
6.7,7.8,8.8,"Cubo"
6.7,7.8,8.8,"Cubo"
6.7,11.8,15.4,"Desco"
6.8,6.8,15.5,"Cubo"
6.8,11.1,11.7,"Desco"
6.8,9.2,10.8,"Cubo"
6.8,9.2,10.8,"Cubo"
6.8,8.3,10.7,"Cubo"
6.8,8.7,9.4,"Cubo"
6.8,6.8,15.5,"Cubo"
6.8,12,15.2,"Desco"
6.8,7.8,9.2,"Cubo"
6.8,8.5,10.2,"Cubo"
6.8,9,11.8,"Cubo"
6.8,12,12.5,"Desco"
6.8,12,12.5,"Desco"
6.8,10.6,18.6,"Desco"
6.9,10.6,13.4,"Desco"
6.9,10.6,13.4,"Desco"
6.9,9.2,10.2,"Cubo"
6.9,9.2,10.2,"Cubo"
6.9,9.2,10.2,"Cubo"
6.9,10.3,14.9,"Cubo"
6.9,8,10.9,"Cubo"
6.9,8,11.3,"Cubo"
6.9,10.3,14.9,"Cubo"
6.9,9.6,12.2,"Cubo"
6.9,11.5,12.4,"Desco"
6.9,8.4,10.2,"Cubo"
6.9,7.8,14.3,"Cubo"
6.9,7.8,9.4,"Cubo"
6.9,9.3,10.6,"Cubo"
6.9,9.3,10.6,"Cubo"
7,8.3,10.5,"Cubo"
7,9,10,"Cubo"
7,9,10,"Cubo"
7,9.6,12.4,"Cubo"
7,12.1,12.6,"Desco"
7,10.7,12.8,"Desco"
7,7.4,10.4,"Cubo"
7,11.1,13.1,"Desco"
7,11.3,13.3,"Desco"
7,9,10,"Cubo"
7,9.4,10.8,"Cubo"
7,7.4,10.4,"Cubo"
7,9.4,10.8,"Cubo"
7,7.4,10.4,"Cubo"
7,11.6,12.9,"Desco"
7,9,10,"Cubo"
7,7.4,10.4,"Cubo"
7,9.6,12.4,"Cubo"
7,9,10,"Cubo"
7,9.3,9.6,"Cubo"
7,8.3,10.5,"Cubo"
7,8.3,10.5,"Cubo"
7,7.1,9.2,"Cubo"
7.1,11.8,13.8,"Desco"
7.1,7.2,9.5,"Cubo"
7.1,9.2,13.8,"Cubo"
7.1,9.5,12.2,"Cubo"
7.1,7.4,10.9,"Cubo"
7.1,12.6,17.6,"Desco"
7.1,8.7,11,"Cubo"
7.1,7.4,10.9,"Cubo"
7.1,12.6,17.6,"Desco"
7.1,10,10.8,"Cubo"
7.1,10,10.8,"Cubo"
7.1,11.4,12.2,"Desco"
7.1,11.8,13.8,"Desco"
7.1,7.1,9.5,"Cubo"
7.1,7.2,9.5,"Cubo"
7.1,7.2,9.5,"Cubo"
7.1,7.2,9.5,"Cubo"
7.1,8.2,10.4,"Cubo"
7.1,7.1,9.5,"Cubo"
7.1,7.2,9.5,"Cubo"
7.1,11.8,15.7,"Desco"
7.1,10.2,14.6,"Cubo"
7.1,9.1,17.7,"Cubo"
7.1,9.1,17.7,"Cubo"
7.1,7.5,14.6,"Cubo"
7.1,10.2,11,"Cubo"
7.1,10.2,11,"Cubo"
7.2,9.3,10.3,"Cubo"
7.2,10.7,13,"Cubo"
7.2,10.1,11.3,"Cubo"
7.2,10.1,11.3,"Cubo"
7.2,8.8,11.1,"Cubo"
7.2,8,9.8,"Cubo"
7.2,9.8,12.4,"Cubo"
7.2,9.8,12.4,"Cubo"
7.2,9.3,10,"Cubo"
7.2,8.2,9.4,"Cubo"
7.2,9.3,10.3,"Cubo"
7.2,13.6,18.7,"Desco"
7.2,13.6,18,"Desco"
7.2,8.3,10.5,"Cubo"
7.2,10.9,14.3,"Desco"
7.2,13.6,18,"Desco"
7.2,8.3,10.5,"Cubo"
7.2,10.9,14.3,"Desco"
7.2,8.3,16.6,"Cubo"
7.3,8.3,10.4,"Cubo"
7.3,10.5,10.7,"Cubo"
7.3,10.5,10.7,"Cubo"
7.3,8.4,9.9,"Cubo"
7.3,7.6,8,"Cubo"
7.3,9.6,15.1,"Cubo"
7.3,9.6,15.1,"Cubo"
7.3,7.5,21.3,"Cubo"
7.3,9.4,14.6,"Cubo"
7.4,8.8,10.3,"Cubo"
7.4,8.4,9.8,"Cubo"
7.4,8,10.5,"Cubo"
7.4,10.4,11.5,"Cubo"
7.4,8.4,9.8,"Cubo"
7.4,8.4,9.8,"Cubo"
7.4,10.4,14.6,"Cubo"
7.4,8.7,9.9,"Cubo"
7.4,10.7,12.2,"Cubo"
7.4,11.5,13.7,"Desco"
7.4,8.9,10.3,"Cubo"
7.4,8.5,10.6,"Cubo"
7.4,8.8,10.3,"Cubo"
7.4,9.3,10.4,"Cubo"
7.4,9.3,10.4,"Cubo"
7.4,13.3,17.7,"Desco"
7.4,13.3,17.7,"Desco"
7.4,8.2,10.1,"Cubo"
7.5,13.4,16.1,"Desco"
7.5,8.3,11.2,"Cubo"
7.5,8.3,10.6,"Cubo"
7.5,8.6,9.8,"Cubo"
7.5,8.6,9.8,"Cubo"
7.5,10.9,14.8,"Cubo"
7.5,9,10.6,"Cubo"
7.5,10.9,14.8,"Cubo"
7.5,10.4,14.1,"Cubo"
7.5,7.9,9.4,"Cubo"
7.5,8.1,21,"Cubo"
7.5,9.4,17.7,"Cubo"
7.5,8.1,11.8,"Cubo"
7.5,9.8,15,"Cubo"
7.5,9.8,14.6,"Cubo"
7.5,11,15.7,"Cubo"
7.5,11,15.7,"Cubo"
7.5,7.5,11.4,"Cubo"
7.5,8.3,11.4,"Cubo"
7.5,9.8,14.6,"Cubo"
7.5,10.2,14.6,"Cubo"
7.5,9.8,14.6,"Cubo"
7.5,9.8,15,"Cubo"
7.6,8.5,12.2,"Cubo"
7.6,11.3,14,"Cubo"
7.6,12.4,17.4,"Desco"
7.6,8.5,12.2,"Cubo"
7.6,12.4,17.4,"Desco"
7.6,9.9,12.8,"Cubo"
7.6,8.2,14.8,"Cubo"
7.6,8.1,10.3,"Cubo"
7.6,8.6,10.6,"Cubo"
7.6,7.8,9.8,"Cubo"
7.6,9.9,12.8,"Cubo"
7.6,8.2,14.8,"Cubo"
7.6,8.1,10.3,"Cubo"
7.6,8.6,10.6,"Cubo"
7.6,8,10.6,"Cubo"
7.6,8.1,11.8,"Cubo"
7.6,9.2,12.6,"Cubo"
7.7,9.1,15.7,"Cubo"
7.7,10.6,13.9,"Cubo"
7.7,12.6,13.4,"Desco"
7.7,8.7,10.2,"Cubo"
7.7,8.3,14.8,"Cubo"
7.7,7.8,10.3,"Cubo"
7.7,9.5,14.2,"Cubo"
7.7,9.5,14.2,"Cubo"
7.7,10.9,12.2,"Cubo"
7.8,11.8,13,"Desco"
7.8,9.2,10.6,"Cubo"
7.8,8.4,10.5,"Cubo"
7.8,11.3,13.3,"Cubo"
7.8,11.6,12.4,"Cubo"
7.8,11.6,13.4,"Cubo"
7.8,10.5,14.6,"Cubo"
7.9,11.4,13,"Cubo"
7.9,15.8,15.8,"Desco"
7.9,7.9,9.4,"Cubo"
7.9,7.9,9.4,"Cubo"
7.9,9.4,11,"Cubo"
7.9,10.6,11.8,"Cubo"
7.9,11,12.6,"Cubo"
7.9,9.4,11,"Cubo"
7.9,11,11,"Cubo"
7.9,9.3,12.2,"Cubo"
7.9,9.3,12.2,"Cubo"
7.9,9.1,14.2,"Cubo"
7.9,11.8,13,"Cubo"
8,9.5,12.3,"Cubo"
8,9.1,11.7,"Cubo"
8,9.5,12.3,"Cubo"
8,9.1,11.7,"Cubo"
8,9.3,12,"Cubo"
8,9.2,11.8,"Cubo"
8,9.2,10.7,"Cubo"
8,11.3,12.2,"Cubo"
8,9.1,9.9,"Cubo"
8.1,11.6,13.4,"Cubo"
8.1,11.6,13.4,"Cubo"
8.1,10.8,12.9,"Cubo"
8.1,10.8,12.9,"Cubo"
8.1,8.6,10.4,"Cubo"
8.1,8.6,10.4,"Cubo"
8.1,9.4,12.6,"Cubo"
8.1,11.6,13.4,"Cubo"
8.1,8.5,13.4,"Cubo"
8.1,9.8,16,"Cubo"
8.1,9.9,15,"Cubo"
8.2,10.4,17.3,"Cubo"
8.2,9.4,12,"Cubo"
8.2,8.3,8.8,"Cubo"
8.2,9.4,14.6,"Cubo"
8.2,11.3,15.3,"Cubo"
8.2,9.6,10,"Cubo"
8.3,9.7,11.2,"Cubo"
8.3,12.3,16.3,"Cubo"
8.3,9.1,10.4,"Cubo"
8.3,9.5,12.4,"Cubo"
8.3,8.3,8.6,"Cubo"
8.3,9.6,12,"Cubo"
8.3,9.1,10.4,"Cubo"
8.3,9.5,12.4,"Cubo"
8.3,9.4,12.5,"Cubo"
8.3,12.6,12.6,"Desco"
8.3,8.3,20.1,"Cubo"
8.3,9.9,14.6,"Cubo"
8.3,8.3,20.1,"Cubo"
8.3,9.9,14.6,"Cubo"
8.3,9.1,14.1,"Cubo"
8.3,11,12.6,"Cubo"
8.3,12.6,16.9,"Desco"
8.3,15.2,18.7,"Desco"
8.4,9.9,10.9,"Cubo"
8.4,9.5,11.9,"Cubo"
8.4,9.5,11.4,"Cubo"
8.4,9.5,11.4,"Cubo"
8.4,9.6,12,"Cubo"
8.4,10.2,13.9,"Cubo"
8.4,9.6,11.9,"Cubo"
8.4,9.6,11.9,"Cubo"
8.4,9.7,13.6,"Cubo"
8.4,9.7,13.6,"Cubo"
8.5,9.8,15,"Cubo"
8.5,10.8,11.2,"Cubo"
8.5,10.8,11.2,"Cubo"
8.5,10.8,11.2,"Cubo"
8.5,10.2,11.1,"Cubo"
8.5,8.5,15.5,"Cubo"
8.5,13.4,16.7,"Desco"
8.5,9,9.3,"Cubo"
8.5,9,9.3,"Cubo"
8.5,12.5,16.1,"Cubo"
8.5,8.9,12.6,"Cubo"
8.5,8.9,12.6,"Cubo"
8.5,9,12.4,"Cubo"
8.5,8.9,12.4,"Cubo"
8.5,9.4,11.8,"Cubo"
8.5,10.5,19.7,"Cubo"
8.5,10.6,16.5,"Cubo"
8.5,9.8,15,"Cubo"
8.5,10.5,19.7,"Cubo"
8.5,10.6,16.5,"Cubo"
8.5,11.1,15.3,"Cubo"
8.6,8.7,15.7,"Cubo"
8.6,10.7,16.5,"Cubo"
8.6,10,11,"Cubo"
8.6,10,11,"Cubo"
8.6,8.7,15.7,"Cubo"
8.6,9.2,12.1,"Cubo"
8.6,9.2,12.1,"Cubo"
8.6,9.4,12,"Cubo"
8.6,9.6,15.5,"Cubo"
8.6,9.6,15.5,"Cubo"
8.6,10.2,11.7,"Cubo"
8.6,12.4,16.5,"Cubo"
8.6,12.4,16.5,"Cubo"
8.7,10,15.9,"Cubo"
8.7,9.4,10.4,"Cubo"
8.7,9.8,15.8,"Cubo"
8.7,8.9,14.2,"Cubo"
8.7,10.1,13.8,"Cubo"
8.7,10.1,13.8,"Cubo"
8.7,9.2,11.9,"Cubo"
8.7,13.2,14.7,"Desco"
8.7,9.9,14.9,"Cubo"
8.7,9.8,15,"Cubo"
8.7,10.4,15.6,"Cubo"
8.7,9.1,14.6,"Cubo"
8.7,10,15.8,"Cubo"
8.7,9.1,14.6,"Cubo"
8.7,10.4,15.4,"Cubo"
8.7,10,15.9,"Cubo"
8.7,9.9,15,"Cubo"
8.7,10.6,15.4,"Cubo"
8.7,9.9,16.2,"Cubo"
8.7,11.9,12.8,"Cubo"
8.7,9.9,14.9,"Cubo"
8.7,9.8,15,"Cubo"
8.7,10.4,15.6,"Cubo"
8.7,9.1,14.6,"Cubo"
8.7,10,15.8,"Cubo"
8.7,9.1,14.6,"Cubo"
8.7,10.4,15.4,"Cubo"
8.7,10,15.9,"Cubo"
8.7,9.9,15,"Cubo"
8.7,10.6,15.4,"Cubo"
8.7,9.9,16.2,"Cubo"
8.7,11.9,15.5,"Cubo"
8.7,15.4,20.1,"Desco"
8.8,14,18.1,"Desco"
8.8,10.9,18,"Cubo"
8.8,10.9,18,"Cubo"
8.8,9.8,16.2,"Cubo"
8.8,9.8,16.2,"Cubo"
8.8,11.3,17.1,"Cubo"
8.9,10,11.9,"Cubo"
8.9,11.2,16.1,"Cubo"
8.9,10.5,15.8,"Cubo"
8.9,10.2,13.4,"Cubo"
8.9,9.6,16.8,"Cubo"
8.9,9.9,16.1,"Cubo"
8.9,10,11.9,"Cubo"
8.9,10,12,"Cubo"
8.9,9.6,16.8,"Cubo"
8.9,9.9,16.1,"Cubo"
8.9,10.7,12.4,"Cubo"
8.9,11.8,15.9,"Cubo"
8.9,10.5,15.9,"Cubo"
9,10.4,15.5,"Cubo"
9,10.4,13.5,"Cubo"
9,10.4,13.5,"Cubo"
9,10.4,15,"Cubo"
9,9.7,12.8,"Cubo"
9,11.3,11.3,"Cubo"
9,9.8,11.4,"Cubo"
9,10.4,15,"Cubo"
9,9.7,12.8,"Cubo"
9.1,12.6,13.8,"Cubo"
9.1,9.9,12.8,"Cubo"
9.1,10.2,14,"Cubo"
9.1,9.4,9.6,"Cubo"
9.1,9.8,12.2,"Cubo"
9.1,10.3,13.9,"Cubo"
9.1,9.1,13.5,"Cubo"
9.1,9.1,13.5,"Cubo"
9.1,10.9,15,"Cubo"
9.1,15.4,23.6,"Desco"
9.1,12.6,19.3,"Cubo"
9.1,69.3,98.4,"Pizza"
9.2,10.4,13.6,"Cubo"
9.2,9.3,13.6,"Cubo"
9.2,10.4,13.6,"Cubo"
9.2,10.4,13.6,"Cubo"
9.2,10.4,13.6,"Cubo"
9.3,10.8,15.9,"Cubo"
9.3,10.8,12.2,"Cubo"
9.3,10.8,12.2,"Cubo"
9.3,9.4,10.2,"Cubo"
9.4,9.4,15,"Cubo"
9.4,11.4,12.8,"Cubo"
9.4,9.4,12,"Cubo"
9.4,11,18.9,"Cubo"
9.4,11,18.9,"Cubo"
9.4,9.4,11.8,"Cubo"
9.4,11.8,15.4,"Cubo"
9.4,11.2,15.5,"Cubo"
9.4,11.2,15.5,"Cubo"
9.4,11.9,15.6,"Cubo"
9.4,11.9,15.6,"Cubo"
9.4,9.4,11.8,"Cubo"
9.4,11.8,15.4,"Cubo"
9.4,10.6,18.9,"Cubo"
9.4,9.4,9.5,"Cubo"
9.4,10.7,15.2,"Cubo"
9.4,9.6,15.1,"Cubo"
9.5,13.2,16.2,"Cubo"
9.5,10.6,13,"Cubo"
9.5,10.4,13.3,"Cubo"
9.6,11.3,15.2,"Cubo"
9.6,9.7,12.8,"Cubo"
9.6,9.9,12.4,"Cubo"
9.6,9.7,12.8,"Cubo"
9.6,9.7,12.8,"Cubo"
9.6,11.5,15.4,"Cubo"
9.7,10.8,12.8,"Cubo"
9.7,10.4,12.8,"Cubo"
9.7,10.6,12.8,"Cubo"
9.7,10.7,13.1,"Cubo"
9.8,9.8,12.2,"Cubo"
9.8,9.8,12.2,"Cubo"
9.8,9.8,12.6,"Cubo"
9.8,11.8,13.8,"Cubo"
9.8,10.8,11.9,"Cubo"
9.8,11.8,15,"Cubo"
9.9,10.9,12.5,"Cubo"
9.9,9.9,12.4,"Cubo"
9.9,10.1,13.5,"Cubo"
9.9,10.1,13.5,"Cubo"
10,10,13.8,"Cubo"
10,10,13.8,"Cubo"
10,10,13.8,"Cubo"
10,10.3,13.4,"Cubo"
10,13.5,13.8,"Cubo"
10,10.3,13.4,"Cubo"
10,13.5,13.8,"Cubo"
10.1,10.3,13.3,"Cubo"
10.1,10.3,13.3,"Cubo"
10.2,13.3,14.1,"Cubo"
10.2,11.5,12.1,"Cubo"
10.2,11.5,12.1,"Cubo"
10.2,11.4,15.4,"Cubo"
10.3,12.1,13.7,"Cubo"
10.3,12.1,13.7,"Cubo"
10.4,12.4,13.5,"Cubo"
10.4,12.4,13.5,"Cubo"
10.6,12.2,15.7,"Cubo"
10.6,12,13.9,"Cubo"
10.6,12,13.9,"Cubo"
10.6,13,15.7,"Cubo"
10.6,11.4,15.4,"Cubo"
10.7,11.1,15.2,"Cubo"
10.7,11.1,13.7,"Cubo"
10.7,11.1,13.7,"Cubo"
11,12.8,15,"Cubo"
11,11.2,16.1,"Cubo"
11,13.4,15,"Cubo"
11.2,13.1,18.1,"Cubo"
11.2,13.1,18.1,"Cubo"
11.5,13.8,22.3,"Cubo"
11.8,11.8,11.8,"Cubo"
11.8,11.8,11.8,"Cubo"
11.8,11.8,11.8,"Cubo"
12,15,19,"Cubo"
12,15,18,"Cubo"
12.4,17.3,21.7,"Cubo"
12.5,12.5,17.5,"Cubo"
12.5,13,18.5,"Cubo"
12.7,18.1,18.6,"Cubo"
12.7,18.1,18.6,"Cubo"
12.8,15.3,18.3,"Cubo"
13,13.5,21.8,"Cubo"
13.8,19.7,27.6,"Cubo"
27.6,28,46.1,"Cubo"
